2.601892,5.102785
2.606388,5.042586
2.602058,5.011052
2.603149,5.003194
2.604775,5.011052
2.630468,5.000213
2.634443,5.007445
2.606957,5.007857
2.611792,5.022445
2.604937,5.005512
2.634156,5.004285
2.60708,5.001161
2.599435,5.025332
2.634108,5.010991
2.623435,5.026537
2.622932,5.035604
2.62019,5.005808
2.616111,5.006691
2.631331,4.991426
2.595836,5.048697
2.59098,5.004593
2.652173,5.039001
2.629577,5.031217
2.620577,4.979899
2.60919,4.977016
2.614638,5.001161
2.60862,5.000278
2.629392,4.976636
2.629508,5.002566
2.597866,5.01129
2.603945,5.025022
2.616745,4.982854
2.607456,5.039952
2.635708,4.992607
2.62135,5.016022
2.62135,4.649177
2.608724,4.995925
2.612105,5.032365
2.616221,4.998543
2.635742,5.025947
2.623446,5.005236
2.627904,4.987623
2.627029,5.032098
2.619289,4.990977
2.633572,4.995231
2.612576,4.997089
2.630619,5.002292
2.623959,4.983135
2.634738,4.996143
2.62495,4.977016
2.626416,4.976113
2.632167,4.974673
2.609363,4.991858
2.615272,5.00727
2.617815,5.002326
2.618279,5.010481
2.609516,5.036159
2.608654,4.996207
2.607989,5.029428
2.613245,5.051654
2.609576,5.050494
2.627907,4.986839
2.626459,5.01134
2.616299,5.028267
2.604406,5.034376
2.606388,4.694476
2.615737,5.062854
2.618843,5.012513
2.625968,4.983685
2.615248,5.019223
2.605397,5.009592
2.637821,4.995231
2.614502,5.017189
2.62019,5.011057
2.615641,4.999996
2.597698,5.035216
2.612191,5.008431
2.625403,5.021856
2.602882,5.009288
2.613719,5.046696
2.608984,5.015136
2.610047,5.041425
2.599544,5.050352
2.631644,4.998495
2.611207,5.043108
2.626006,4.996493
2.612154,5.046696
2.601814,5.09366
2.597466,5.07674
2.616405,5.018939
2.592705,5.031946
2.589465,5.00313
2.587284,5.053458
2.593239,5.055621
2.611246,5.027705
2.606128,5.027335
2.599218,5.005208
2.581494,5.054603
2.613535,4.999393
2.595533,5.037846
2.604326,5.046381
2.614258,5.000576
2.619814,5.001449
2.618311,5.011646
2.601575,5.004593
2.615283,5.011052
2.610514,5.019223
2.616285,5.040263
2.638328,4.97899
2.630048,5.047622
2.597035,5.02375
2.599593,5.034245
2.637287,5.011621
2.613683,5.048171
2.608099,5.021239
2.604406,5.021239
2.617321,5.025638
2.617321,5.004651
2.606614,5.015685
2.615167,5.019521
2.634703,5.042941
2.603624,5.004593
2.629455,5.043523
2.618846,5.010188
2.626006,4.996493
2.613744,4.995345
2.604937,5.04754
2.620881,5.039405
2.619866,5.006108
2.5935,5.044421
2.598595,5.068126
2.619289,4.972693
2.629071,5.014853
2.62131,5.01748
2.618802,5.010481
2.606095,5.034061
2.618331,5.076089
2.602882,5.072462
2.595429,5.075246
2.608136,4.702924
2.616285,5.000871
2.633186,5.016596
2.627026,4.979355
2.591882,5.048534
2.60818,5.010137
2.631116,5.037368
2.618846,5.041735
2.628059,5.000563
2.623807,5.008714
2.621911,5.020983
2.605636,4.960594
2.607522,4.96781
2.594441,5.034245
2.576674,5.060309
2.635243,4.987103
2.597597,5.010445
2.631539,5.013349
2.63668,4.985002
2.617298,4.963164
2.596508,5.013064
2.637821,4.984746
2.619814,4.983135
2.602057,5.032269
2.615248,5.027105
2.630628,5.019225
2.625968,5.020398
2.605636,5.036371
2.637287,5.006367
2.610102,5.045221
2.591944,5.060214
2.613245,5.027648
2.602623,5.001667
2.606052,5.019773
2.609187,5.041631
2.584182,5.012628
2.598547,5.027846
2.59181,5.034245
2.600497,5.013908
2.597574,5.030144
2.591475,5.00887
2.580502,5.054692
2.579238,5.051279
2.583827,5.025381
2.571557,5.06149
2.593773,5.037199
2.602801,5.050176
2.58396,5.085547
2.565564,5.061858
2.566223,5.078789
2.576481,5.035966
2.573568,5.053555
2.568413,5.047946
2.571557,5.06149
2.590829,5.053799
2.59128,5.034245
2.599973,4.998214
2.604937,5.068659
2.581175,5.067426
2.605314,5.045221
2.591422,5.05758
2.618802,5.044678
2.613329,5.016022
2.591357,5.011806
2.599027,5.07674
2.594378,5.03047
2.583291,5.02752
2.585349,5.05265
2.604677,5.067824
2.594557,5.07064
2.586904,5.058379
2.593582,5.037524
2.631586,4.993521
2.622395,5.002902
2.611971,5.022149
2.60301,5.048375
2.607155,5.029961
2.613199,5.020385
2.59803,5.001436
2.604235,5.016297
2.621119,5.01134
2.624917,5.012512
2.615641,5.002615
2.615167,5.006402
2.616285,5.019223
2.59098,5.022922
2.614502,4.983135
2.610177,5.008131
2.626986,5.008714
2.603338,5.039638
2.632605,5.01598
2.609697,5.031432
2.624872,5.013967
2.606642,5.001133
2.611728,5.014529
2.602604,5.029428
2.600372,5.024709
2.595364,5.052986
2.594122,5.040154
2.445216,5.153539
2.60041,5.005812
2.595525,5.064341
2.601088,5.058257
2.608575,5.03848
2.610976,5.012811
2.611103,5.04406
2.613683,5.016598
2.627029,4.969188
2.624468,5.047622
2.609048,5.016297
2.619359,5.033834
2.610582,5.047622
2.598772,5.037846
2.601814,5.035534
2.607097,5.046063
2.617269,5.037936
2.606388,5.061054
2.616811,5.023011
2.637325,4.988281
2.610709,5.00667
2.588374,5.005744
2.618763,5.032969
2.562936,5.028177
2.60917,5.043428
2.585978,5.023904
2.604133,5.033421
2.585856,5.0321
2.624972,5.041175
2.593469,5.004903
2.628529,4.991807
2.618846,5.033834
2.639297,4.998495
2.599448,5.040154
2.58817,5.006577
2.617815,4.989244
2.611103,5.009891
2.593393,5.02113
2.606524,4.992436
2.605575,5.031432
2.590013,5.013771
2.58817,5.024899
2.614041,4.986915
2.604118,5.003441
2.621837,4.999113
2.598395,5.032269
2.582921,5.05917
2.58064,5.025381
2.575899,5.034384
2.601814,5.00667
2.608654,5.019773
2.585621,5.055621
2.609902,5.044371
2.587408,5.040977
2.600372,5.037846
2.599027,5.045087
2.619347,5.040571
2.612576,5.0391
2.599448,5.050683
2.637838,5.038241
2.619359,5.010188
2.598457,5.038676
2.587946,5.042599
2.5935,5.081334
2.608575,5.078087
2.595555,5.065488
2.610626,5.026799
2.574839,5.076894
2.602623,5.038349
2.612174,5.065356
2.59755,5.079039
2.599593,5.068471
2.623446,5.052596
2.614638,5.022149
2.619324,5.028872
2.588866,5.029813
2.609576,5.042586
2.592168,5.045087
2.576856,5.028001
2.59635,5.022922
2.607989,4.99796
2.606462,5.004354
2.613043,4.977634
2.611971,5.001161
2.596717,5.002287
2.57827,5.034041
2.607617,5.001436
2.589144,5.028996
2.639388,4.979251
2.610514,5.013974
2.619866,5.008729
2.601018,5.016528
2.599061,4.996444
2.578486,5.007074
2.56528,5.012429
2.589144,4.968947
2.59748,5.020385
2.584182,4.986537
2.634747,4.976377
2.587195,5.023425
2.592168,5.013593
2.617707,4.998829
2.599305,4.995345
2.604677,4.996799
2.585856,5.011157
2.574399,5.035524
2.591726,4.986012
2.568245,5.006869
2.57571,5.014245
2.566224,5.037452
2.614163,5.002326
2.587633,5.01704
2.606402,5.015729
2.618181,5.002902
2.596618,5.05101
2.601814,5.040796
2.626459,4.99822
2.605636,4.991838
2.591944,5.002499
2.584661,5.022602
2.573146,5.020608
2.595099,5.004903
2.610177,5.015992
2.585474,5.009191
2.588791,5.031291
2.577208,5.01572
2.590117,4.962605
2.612154,4.978516
2.589144,5.010658
2.623446,4.941477
2.631142,5.003465
2.605527,5.014529
2.645447,4.98194
2.627026,5.023907
2.608136,5.043428
2.627545,5.021568
2.593469,5.031115
2.604567,5.024476
2.604937,5.021239
2.597406,4.981106
2.60044,5.010137
2.588465,4.998103
2.62025,4.95473
2.610665,5.001736
2.621379,4.944072
2.617828,4.987794
2.583899,5.021286
2.600642,4.979388
2.591944,4.99467
2.589144,4.96635
2.612105,5.021849
2.626007,5.005523
2.595555,5.031291
2.656492,4.980508
2.594531,4.98685
2.625968,4.996772
2.603414,5.027648
2.586443,5.033243
2.59098,5.012442
2.593239,4.987469
2.590748,5.028996
2.587521,5.031762
2.605649,5.048048
2.608136,5.027648
2.585587,5.020805
2.609446,4.969534
2.604132,5.036159
2.628572,5.032098
2.596717,4.994448
2.585688,5.003644
2.599435,4.983445
2.607132,4.966081
2.616172,4.97386
2.594491,5.02752
2.584252,5.026372
2.598508,5.010976
2.609697,4.973886
2.593619,4.980546
2.619863,5.006402
2.62232,4.979629
2.611888,4.992143
2.598547,5.072604
2.614264,5.026491
2.605575,5.018307
2.605636,5.025864
2.609623,5.012212
2.623435,4.981967
2.601538,5.032269
2.615789,5.027959
2.609193,5.032588
2.598321,5.036371
2.600902,5.024709
2.654993,4.972888
2.640423,4.962647
2.608099,4.981996
2.599007,5.002894
2.604775,5.042586
2.615786,4.99157
2.619185,4.986025
2.612732,4.99389
2.619814,4.941477
2.609659,5.005512
2.605575,5.013064
2.587689,5.009824
2.603533,5.024709
2.602602,5.030795
2.623952,5.002902
2.58013,4.97644
2.607522,5.022706
2.601724,5.044905
2.6091,5.035848
2.626674,5.005464
2.606052,5.00667
2.591192,4.996444
2.613683,5.027105
2.584907,5.028169
2.580408,5.05987
2.625671,4.993521
2.597335,5.02177
2.620724,4.997943
2.610576,5.025638
2.591192,5.014743
2.59791,5.018616
2.399596,5.150045
2.609163,4.997377
2.603091,4.998214
2.584802,5.016387
2.625403,5.021856
2.612044,5.047008
2.602485,5.01684
2.603249,5.025332
2.607617,4.990982
2.596667,5.022706
2.600642,5.01075
2.636793,5.02797
2.589848,5.023425
2.611576,5.016598
2.595414,5.049854
2.60917,5.059249
